test_id,aircraft_angle,aircraft_1_init_pos_x,aircraft_1_init_pos_y,aircraft_1_init_pos_z,aircraft_2_init_pos_x,aircraft_2_init_pos_y,aircraft_2_init_pos_z,aircraft_1_init_speed_x,aircraft_1_init_speed_y,aircraft_1_init_speed_z,aircraft_2_init_speed_x,aircraft_2_init_speed_y,aircraft_2_init_speed_z,aircraft_1_init_target_x,aircraft_1_init_target_y,aircraft_1_init_target_z,aircraft_2_init_target_x,aircraft_2_init_target_y,aircraft_2_init_target_z,aircraft_1_final_pos_x_if_no_avoidance,aircraft_1_final_pos_y_if_no_avoidance,aircraft_1_final_pos_z_if_no_avoidance,aircraft_2_final_pos_x_if_no_avoidance,aircraft_2_final_pos_y_if_no_avoidance,aircraft_2_final_pos_z_if_no_avoidance,aircraft_1_final_pos_x_if_avoidance,aircraft_1_final_pos_y_if_avoidance,aircraft_1_final_pos_z_if_avoidance,aircraft_2_final_pos_x_if_avoidance,aircraft_2_final_pos_y_if_avoidance,aircraft_2_final_pos_z_if_avoidance,aircraft_1_final_speed_x_if_no_avoidance,aircraft_1_final_speed_y_if_no_avoidance,aircraft_1_final_speed_z_if_no_avoidance,aircraft_2_final_speed_x_if_no_avoidance,aircraft_2_final_speed_y_if_no_avoidance,aircraft_2_final_speed_z_if_no_avoidance,aircraft_1_final_speed_x_if_avoidance,aircraft_1_final_speed_y_if_avoidance,aircraft_1_final_speed_z_if_avoidance,aircraft_2_final_speed_x_if_avoidance,aircraft_2_final_speed_y_if_avoidance,aircraft_2_final_speed_z_if_avoidance,collision_if_no_avoidance,collision_if_avoidance,minimal_relative_distance_if_no_avoidance,minimal_relative_distance_if_avoidance,miss_distance_at_closest_approach_if_no_avoidance,miss_distance_at_closest_approach_if_avoidance
0,0.0,0.0,-20000.0,1000.0,0.0,-10000.0,1000.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,2000000.0,1000.0,0.0,2000000.0,1000.0,0.0,-41.0,1000.0,0.0,-21.0,1000.0,-2138.708984375,52805.375,1000.0,4335.37353515625,25790.234375,1000.0,0.0,100.0,0.0,0.0,50.0,0.0,0.10907424986362457,99.99918365478516,0.0,-0.10972551256418228,49.999000549316406,0.0,True,False,0,4473.0966796875,nan,0.0
1,180.0,0.0,-5000.0,1000.0,0.0,5000.0,1000.0,0.0,50.0,0.0,0.0,-50.0,0.0,0.0,500000.0,1000.0,0.0,-500000.0,1000.0,0.0,-10.0,1000.0,0.0,10.0,1000.0,-3206.670166015625,13515.0634765625,1000.0,3206.670166015625,-13515.0634765625,1000.0,0.0,50.0,0.0,0.0,-50.0,0.0,0.3293125629425049,49.998291015625,0.0,-0.3293125629425049,-49.998291015625,0.0,True,False,0,6584.8701171875,nan,0.0
2,180.0,0.0,-5000.0,1000.0,0.0,10000.0,1000.0,0.0,50.0,0.0,0.0,-100.0,0.0,0.0,500000.0,1000.0,0.0,-500000.0,1000.0,0.0,-6.5,1000.0,0.0,13.0,1000.0,-4324.25927734375,5202.642578125,1000.0,2159.2080078125,-21811.078125,1000.0,0.0,50.0,0.0,0.0,-100.0,0.0,0.4368170201778412,49.99776840209961,0.0,-0.45215001702308655,-99.99830627441406,0.0,True,False,0,6646.17431640625,nan,0.0
3,0.001,0.0,-20000.0,1000.0,0.0,-10000.0,1000.0,0.0,100.0,0.0,0.0,50.0,0.0,5.0,2000005.0,1000.0,-5.0,1999995.0,1000.0,0.0,-41.0,1000.0,0.0,-21.0,1000.0,-2138.708984375,52805.375,1000.0,4335.37353515625,25790.234375,1000.0,0.0,100.0,0.0,0.0,50.0,0.0,0.10907424986362457,99.99918365478516,0.0,-0.10972551256418228,49.999000549316406,0.0,True,False,0,4473.0966796875,nan,0.0
4,180.001,0.0,-5000.0,1000.0,0.0,5000.0,1000.0,0.0,50.0,0.0,0.0,-50.0,0.0,5.0,500005.0,1000.0,-5.0,-500005.0,1000.0,0.0,-10.0,1000.0,0.0,10.0,1000.0,-3203.607666015625,13515.5634765625,1000.0,3203.607666015625,-13515.5634765625,1000.0,0.0,50.0,0.0,0.0,-50.0,0.0,0.3304942548274994,49.99824905395508,0.0,-0.3304942548274994,-49.99824905395508,0.0,True,False,0,6583.248046875,nan,0.0
5,180.001,0.0,-5000.0,1000.0,0.0,10000.0,1000.0,0.0,50.0,0.0,0.0,-100.0,0.0,5.0,500005.0,1000.0,-5.0,-500005.0,1000.0,0.0,-6.5,1000.0,0.0,13.0,1000.0,-4324.25927734375,5202.642578125,1000.0,2159.2080078125,-21811.078125,1000.0,0.0,50.0,0.0,0.0,-100.0,0.0,0.4368170201778412,49.99776840209961,0.0,-0.45215001702308655,-99.99830627441406,0.0,True,False,0,6646.17431640625,nan,0.0
6,2.379456141470318,0.0,-240862.828125,2868.715576171875,10000.0,-240655.140625,2868.715576171875,0.0,94.64730834960938,0.0,-3.9295108318328857,94.56570434570312,0.0,0.0,24086282.0,3720.447021484375,-1000000.0,24065514.0,3720.447021484375,0.0,670853.1875,2868.715576171875,-27779.798828125,670961.75,2868.715576171875,-90.60092163085938,669358.8125,2872.647216796875,-27870.41015625,669467.3125,2872.65234375,0.0,94.64730834960938,0.0017949806060642004,-3.9295108318328857,94.56570434570312,0.0017949756002053618,0.0008336239261552691,94.6467514038086,0.004976911470293999,-3.9287846088409424,94.56570434570312,0.004981068428605795,False,False,156.47775268554688,157.68878173828125,nan,15.50946044921875
7,35.063316434546515,0.0,-17407.005859375,4830.60693359375,10000.0,-14247.943359375,4830.60693359375,0.0,115.52449035644531,0.0,-66.36666107177734,94.558837890625,0.0,0.0,1740700.625,2593.20068359375,-1000000.0,1424794.25,2593.20068359375,0.0,-31.964109420776367,20797.44921875,18.179611206054688,-23.933792114257812,20797.44921875,-1387.4517822265625,22573.130859375,27910.8671875,1460.9315185546875,-4405.22998046875,33893.453125,0.0,81.95818328857422,81.4172134399414,-47.0833625793457,67.08414459228516,81.41732788085938,0.06675995141267776,81.97713470458984,81.3978042602539,8.014893531799316,-81.55961608886719,81.42198944091797,True,False,0,2893.74658203125,nan,0.6019801497459412
8,53.691210336134525,0.0,-12409.4501953125,3175.96240234375,10000.0,-7348.09228515625,3175.96240234375,0.0,95.888427734375,0.0,-77.2704849243164,56.77906799316406,0.0,0.0,1240945.0,3238.58740234375,-1000000.0,734809.25,3238.58740234375,0.0,-18.65869903564453,3175.96240234375,18.516357421875,-11.548290252685547,3175.96240234375,2085.013671875,30550.4140625,3176.296875,-23560.740234375,19871.326171875,3176.291259765625,0.0,95.888427734375,0.0031694581266492605,-77.2704849243164,56.77906799316406,0.003169459756463766,-0.16403484344482422,95.88823699951172,0.006468766834586859,-77.36779022216797,56.64626693725586,0.006498332601040602,True,False,0,1827.2269287109375,nan,0.294189453125
9,63.19324876671111,0.0,-11204.0712890625,2310.26123046875,10000.0,-5052.8427734375,2310.26123046875,0.0,114.44605255126953,0.0,-102.14684295654297,51.613189697265625,0.0,0.0,1120407.125,4416.92919921875,-1000000.0,505284.25,4416.92919921875,0.0,-18.73285675048828,2331.259521484375,17.04443359375,-8.84482192993164,2331.259521484375,2453.74853515625,26140.310546875,2395.88720703125,-22580.265625,14097.4052734375,2366.6962890625,0.0,114.44605255126953,0.2111048400402069,-102.14684295654297,51.613189697265625,0.21110764145851135,-0.25469496846199036,114.44537353515625,0.21336224675178528,-102.25950622558594,51.38945770263672,0.21260404586791992,True,False,0,2511.529541015625,nan,0.14257828891277313
