test_id,aircraft_1_init_pos_x,aircraft_1_init_pos_y,aircraft_1_init_pos_z,aircraft_2_init_pos_x,aircraft_2_init_pos_y,aircraft_2_init_pos_z,aircraft_1_init_speed_x,aircraft_1_init_speed_y,aircraft_1_init_speed_z,aircraft_2_init_speed_x,aircraft_2_init_speed_y,aircraft_2_init_speed_z,aircraft_1_init_target_x,aircraft_1_init_target_y,aircraft_1_init_target_z,aircraft_2_init_target_x,aircraft_2_init_target_y,aircraft_2_init_target_z,aircraft_1_final_pos_x_if_no_avoidance,aircraft_1_final_pos_y_if_no_avoidance,aircraft_1_final_pos_z_if_no_avoidance,aircraft_2_final_pos_x_if_no_avoidance,aircraft_2_final_pos_y_if_no_avoidance,aircraft_2_final_pos_z_if_no_avoidance,aircraft_1_final_pos_x_if_avoidance,aircraft_1_final_pos_y_if_avoidance,aircraft_1_final_pos_z_if_avoidance,aircraft_2_final_pos_x_if_avoidance,aircraft_2_final_pos_y_if_avoidance,aircraft_2_final_pos_z_if_avoidance,aircraft_1_final_speed_x_if_no_avoidance,aircraft_1_final_speed_y_if_no_avoidance,aircraft_1_final_speed_z_if_no_avoidance,aircraft_2_final_speed_x_if_no_avoidance,aircraft_2_final_speed_y_if_no_avoidance,aircraft_2_final_speed_z_if_no_avoidance,aircraft_1_final_speed_x_if_avoidance,aircraft_1_final_speed_y_if_avoidance,aircraft_1_final_speed_z_if_avoidance,aircraft_2_final_speed_x_if_avoidance,aircraft_2_final_speed_y_if_avoidance,aircraft_2_final_speed_z_if_avoidance,collision_if_no_avoidance,collision_if_avoidance,minimal_relative_distance_if_no_avoidance,minimal_relative_distance_if_avoidance
0,0.0,-12486.19921875,6370.630859375,10000.0,-7476.9765625,6370.630859375,0.0,92.97252655029297,0.0,-74.4602279663086,55.673736572265625,0.0,0.0,0.0,6370.630859375,0.0,0.0,6370.630859375,0.0,-21.828346252441406,6370.630859375,18.16264533996582,-13.580740928649902,6370.630859375,-3970.42578125,7419.97021484375,6370.630859375,-4.047142505645752,7.171874046325684,6370.630859375,0.0,92.97252655029297,0.0,-74.45843505859375,55.6761360168457,0.0,-43.86546325683594,81.9734878540039,0.0,45.69069290161133,-80.97080993652344,0.0,True,False,24.94127655029297,95.07727813720703
1,0.0,-12486.19921875,6370.630859375,10000.0,-7476.9765625,6370.630859375,0.0,92.97252655029297,0.0,-74.4602279663086,55.673736572265625,0.0,0.0,0.0,6370.630859375,0.0,0.0,6370.630859375,0.0,-21.828346252441406,6370.630859375,18.16264533996582,-13.580740928649902,6370.630859375,-3970.42578125,7419.97021484375,6370.630859375,-4.047142505645752,7.171874046325684,6370.630859375,0.0,92.97252655029297,0.0,-74.45843505859375,55.6761360168457,0.0,-43.86546325683594,81.9734878540039,0.0,45.69069290161133,-80.97080993652344,0.0,True,False,24.94127655029297,95.07727813720703
2,0.0,-12486.19921875,6370.630859375,10000.0,-7476.9765625,6370.630859375,0.0,92.97252655029297,0.0,-74.4602279663086,55.673736572265625,0.0,0.0,0.0,6370.630859375,0.0,0.0,6370.630859375,0.0,-21.828346252441406,6370.630859375,18.16264533996582,-13.580740928649902,6370.630859375,-3970.42578125,7419.97021484375,6370.630859375,-4.047142505645752,7.171874046325684,6370.630859375,0.0,92.97252655029297,0.0,-74.45843505859375,55.6761360168457,0.0,-43.86546325683594,81.9734878540039,0.0,45.69069290161133,-80.97080993652344,0.0,True,False,24.94127655029297,95.07727813720703
3,0.0,-12486.19921875,6370.630859375,10000.0,-7476.9765625,6370.630859375,0.0,92.97252655029297,0.0,-74.4602279663086,55.673736572265625,0.0,0.0,0.0,6370.630859375,0.0,0.0,6370.630859375,0.0,-21.828346252441406,6370.630859375,18.16264533996582,-13.580740928649902,6370.630859375,-3970.42578125,7419.97021484375,6370.630859375,-4.047142505645752,7.171874046325684,6370.630859375,0.0,92.97252655029297,0.0,-74.45843505859375,55.6761360168457,0.0,-43.86546325683594,81.9734878540039,0.0,45.69069290161133,-80.97080993652344,0.0,True,False,24.94127655029297,95.07727813720703
4,0.0,-12486.19921875,6370.630859375,10000.0,-7476.9765625,6370.630859375,0.0,92.97252655029297,0.0,-74.4602279663086,55.673736572265625,0.0,0.0,0.0,6370.630859375,0.0,0.0,6370.630859375,0.0,-21.828346252441406,6370.630859375,18.16264533996582,-13.580740928649902,6370.630859375,-3970.42578125,7419.97021484375,6370.630859375,-4.047142505645752,7.171874046325684,6370.630859375,0.0,92.97252655029297,0.0,-74.45843505859375,55.6761360168457,0.0,-43.86546325683594,81.9734878540039,0.0,45.69069290161133,-80.97080993652344,0.0,True,False,24.94127655029297,95.07727813720703
5,0.0,-12486.19921875,6370.630859375,10000.0,-7476.9765625,6370.630859375,0.0,92.97252655029297,0.0,-74.4602279663086,55.673736572265625,0.0,0.0,0.0,6370.630859375,0.0,0.0,6370.630859375,0.0,-21.828346252441406,6370.630859375,18.16264533996582,-13.580740928649902,6370.630859375,-3970.42578125,7419.97021484375,6370.630859375,-4.047142505645752,7.171874046325684,6370.630859375,0.0,92.97252655029297,0.0,-74.45843505859375,55.6761360168457,0.0,-43.86546325683594,81.9734878540039,0.0,45.69069290161133,-80.97080993652344,0.0,True,False,24.94127655029297,95.07727813720703
6,0.0,-12486.19921875,6370.630859375,10000.0,-7476.9765625,6370.630859375,0.0,92.97252655029297,0.0,-74.4602279663086,55.673736572265625,0.0,0.0,0.0,6370.630859375,0.0,0.0,6370.630859375,0.0,-21.828346252441406,6370.630859375,18.16264533996582,-13.580740928649902,6370.630859375,-3970.42578125,7419.97021484375,6370.630859375,-4.047142505645752,7.171874046325684,6370.630859375,0.0,92.97252655029297,0.0,-74.45843505859375,55.6761360168457,0.0,-43.86546325683594,81.9734878540039,0.0,45.69069290161133,-80.97080993652344,0.0,True,False,24.94127655029297,95.07727813720703
7,0.0,-12486.19921875,6370.630859375,10000.0,-7476.9765625,6370.630859375,0.0,92.97252655029297,0.0,-74.4602279663086,55.673736572265625,0.0,0.0,0.0,6370.630859375,0.0,0.0,6370.630859375,0.0,-21.828346252441406,6370.630859375,18.16264533996582,-13.580740928649902,6370.630859375,-3970.42578125,7419.97021484375,6370.630859375,-4.047142505645752,7.171874046325684,6370.630859375,0.0,92.97252655029297,0.0,-74.45843505859375,55.6761360168457,0.0,-43.86546325683594,81.9734878540039,0.0,45.69069290161133,-80.97080993652344,0.0,True,False,24.94127655029297,95.07727813720703
8,0.0,-12486.19921875,6370.630859375,10000.0,-7476.9765625,6370.630859375,0.0,92.97252655029297,0.0,-74.4602279663086,55.673736572265625,0.0,0.0,0.0,6370.630859375,0.0,0.0,6370.630859375,0.0,-21.828346252441406,6370.630859375,18.16264533996582,-13.580740928649902,6370.630859375,-3970.42578125,7419.97021484375,6370.630859375,-4.047142505645752,7.171874046325684,6370.630859375,0.0,92.97252655029297,0.0,-74.45843505859375,55.6761360168457,0.0,-43.86546325683594,81.9734878540039,0.0,45.69069290161133,-80.97080993652344,0.0,True,False,24.94127655029297,95.07727813720703
9,0.0,-12486.19921875,6370.630859375,10000.0,-7476.9765625,6370.630859375,0.0,92.97252655029297,0.0,-74.4602279663086,55.673736572265625,0.0,0.0,0.0,6370.630859375,0.0,0.0,6370.630859375,0.0,-21.828346252441406,6370.630859375,18.16264533996582,-13.580740928649902,6370.630859375,-3970.42578125,7419.97021484375,6370.630859375,-4.047142505645752,7.171874046325684,6370.630859375,0.0,92.97252655029297,0.0,-74.45843505859375,55.6761360168457,0.0,-43.86546325683594,81.9734878540039,0.0,45.69069290161133,-80.97080993652344,0.0,True,False,24.94127655029297,95.07727813720703
