test_id,aircraft_angle,aircraft_1_init_pos_x,aircraft_1_init_pos_y,aircraft_1_init_pos_z,aircraft_2_init_pos_x,aircraft_2_init_pos_y,aircraft_2_init_pos_z,aircraft_1_init_speed_x,aircraft_1_init_speed_y,aircraft_1_init_speed_z,aircraft_2_init_speed_x,aircraft_2_init_speed_y,aircraft_2_init_speed_z,aircraft_1_init_target_x,aircraft_1_init_target_y,aircraft_1_init_target_z,aircraft_2_init_target_x,aircraft_2_init_target_y,aircraft_2_init_target_z,aircraft_1_final_pos_x_if_no_avoidance,aircraft_1_final_pos_y_if_no_avoidance,aircraft_1_final_pos_z_if_no_avoidance,aircraft_2_final_pos_x_if_no_avoidance,aircraft_2_final_pos_y_if_no_avoidance,aircraft_2_final_pos_z_if_no_avoidance,aircraft_1_final_pos_x_if_avoidance,aircraft_1_final_pos_y_if_avoidance,aircraft_1_final_pos_z_if_avoidance,aircraft_2_final_pos_x_if_avoidance,aircraft_2_final_pos_y_if_avoidance,aircraft_2_final_pos_z_if_avoidance,aircraft_1_final_speed_x_if_no_avoidance,aircraft_1_final_speed_y_if_no_avoidance,aircraft_1_final_speed_z_if_no_avoidance,aircraft_2_final_speed_x_if_no_avoidance,aircraft_2_final_speed_y_if_no_avoidance,aircraft_2_final_speed_z_if_no_avoidance,aircraft_1_final_speed_x_if_avoidance,aircraft_1_final_speed_y_if_avoidance,aircraft_1_final_speed_z_if_avoidance,aircraft_2_final_speed_x_if_avoidance,aircraft_2_final_speed_y_if_avoidance,aircraft_2_final_speed_z_if_avoidance,collision_if_no_avoidance,collision_if_avoidance,minimal_relative_distance_if_no_avoidance,minimal_relative_distance_if_avoidance
10,66.97463254933487,0.0,-10865.646484375,1693.2557373046875,10000.0,-4249.97412109375,1693.2557373046875,0.0,47.05875015258789,0.0,-43.30966567993164,18.406496047973633,0.0,0.0,1086564.625,2419.72021484375,-1000000.0,424997.4375,2419.72021484375,0.0,-15.053038597106934,1698.857177734375,18.09977912902832,-6.578512191772461,1698.85693359375,2494.10791015625,24820.068359375,1722.5372314453125,-22238.44921875,12169.78515625,1714.6099853515625,0.0,47.05875015258789,0.030400585383176804,-43.30966567993164,18.406496047973633,0.030401142314076424,-0.11012081801891327,47.05852508544922,0.031720247119665146,-43.35286331176758,18.30426788330078,0.030521180480718613,True,False,0,2734.895751953125
11,72.23216973846012,0.0,-10500.8828125,3412.833740234375,10000.0,-3204.456298828125,3412.833740234375,0.0,71.53673553466797,0.0,-68.12449645996094,21.830198287963867,0.0,0.0,1050088.25,1537.2882080078125,-1000000.0,320445.65625,1537.2882080078125,0.0,-15.93350887298584,13062.39453125,17.415773391723633,-6.268885612487793,13061.892578125,2712.83984375,-3712.982421875,377818.59375,-2725.040771484375,3709.13818359375,374060.46875,0.0,50.759212493896484,50.408409118652344,-48.337772369384766,15.48963451385498,50.40868377685547,-44.393245697021484,-24.829294204711914,50.30110549926758,50.84834671020508,-0.06160467490553856,50.31830596923828,True,False,0,4649.97021484375
12,100.88913786871161,0.0,-10183.3564453125,1957.9327392578125,10000.0,1923.73046875,1957.9327392578125,0.0,71.63433837890625,0.0,-70.34452819824219,-13.532391548156738,0.0,0.0,1018335.625,2891.1171875,-1000000.0,-192373.046875,2891.1171875,0.0,-12.500991821289062,1966.500732421875,13.204132080078125,2.2367329597473145,1966.500732421875,3564.593017578125,17061.890625,1983.9097900390625,-18411.53515625,67.55878448486328,1979.5377197265625,0.0,71.63433837890625,0.06379397958517075,-70.34452819824219,-13.532391548156738,0.06379421055316925,-0.2558998465538025,71.6331787109375,0.06607328355312347,-70.29564666748047,-13.782135963439941,0.06403700262308121,True,False,0,5353.0791015625
13,113.70966762490188,0.0,-10921.8623046875,3175.2470703125,10000.0,4391.70556640625,3175.2470703125,0.0,76.22737121582031,0.0,-69.79338073730469,-30.651201248168945,0.0,0.0,1092186.25,3118.92578125,-1000000.0,-439170.5625,3118.92578125,0.0,-11.227801322937012,12687.380859375,11.33747673034668,4.871100902557373,12686.8505859375,3791.795166015625,-2474.46044921875,33973.73046875,-23614.517578125,-6308.77392578125,31533.0546875,0.0,54.038352966308594,53.76308822631836,-49.476165771484375,-21.728490829467773,53.764251708984375,28.484827041625977,46.096004486083984,53.61294174194336,-49.40174865722656,-21.901376724243164,53.762508392333984,True,False,0,5808.42138671875
14,124.38791015120532,0.0,-12117.7939453125,1157.2545166015625,10000.0,6844.0439453125,1157.2545166015625,0.0,80.93794250488281,0.0,-66.79263305664062,-45.713172912597656,0.0,0.0,1211779.375,4233.9658203125,-1000000.0,-684404.375,4233.9658203125,0.0,-9.401115417480469,1187.8486328125,9.266532897949219,7.709936618804932,1187.8465576171875,4117.783203125,14550.5703125,1229.9989013671875,-15188.0830078125,-5424.8818359375,1222.28173828125,0.0,80.93794250488281,0.20208285748958588,-66.79263305664062,-45.713172912597656,0.2020827978849411,-0.2792096734046936,80.93714141845703,0.20173610746860504,-66.63533782958984,-45.942012786865234,0.20241253077983856,True,False,0,5992.01416015625
15,131.80201950046154,0.0,-13414.6708984375,2245.32861328125,10000.0,8941.666015625,2245.32861328125,0.0,54.12209701538086,0.0,-40.34545135498047,-36.075557708740234,0.0,0.0,1341467.125,2071.512451171875,-1000000.0,-894166.625,2071.512451171875,0.0,-11.125470161437988,14714.9208984375,7.847555637359619,7.038684844970703,14714.9228515625,-4169.8720703125,15353.9169921875,23142.017578125,-7365.10400390625,-12168.9365234375,25152.41796875,0.0,38.39678192138672,38.143001556396484,-28.622602462768555,-25.59339714050293,38.14348602294922,0.12079235166311264,38.394630432128906,38.144691467285156,-28.706371307373047,-25.50643539428711,38.138797760009766,True,False,0,6144.103515625
16,152.31697741232819,0.0,-21524.833984375,2002.0230712890625,10000.0,19060.9140625,2002.0230712890625,0.0,31.468229293823242,0.0,-14.619499206542969,-27.86610221862793,0.0,0.0,2152483.25,4728.8486328125,-1000000.0,-1906091.375,4728.8486328125,0.0,-14.972381591796875,2027.0145263671875,2.3746695518493652,4.793086051940918,2027.01416015625,-4481.5673828125,13867.1630859375,2042.314453125,-2200.570068359375,-13819.431640625,2044.032958984375,0.0,31.468229293823242,0.03895246237516403,-14.619499206542969,-27.86610221862793,0.03895265609025955,0.06556248664855957,31.467668533325195,0.03898065909743309,-14.677821159362793,-27.835445404052734,0.03894520550966263,True,False,0,6427.185546875
17,158.80040678359427,0.0,-27653.494140625,1518.9566650390625,10000.0,25782.08203125,1518.9566650390625,0.0,99.97103881835938,0.0,-36.15132141113281,-93.20563507080078,0.0,0.0,2765349.5,4141.197265625,-1000000.0,-2578208.25,4141.197265625,0.0,-3.5452706813812256,1545.7430419921875,5.602672576904297,15.34402084350586,1545.7430419921875,4676.794921875,13068.8779296875,1559.0733642578125,-9255.5498046875,-10966.482421875,1557.8568115234375,0.0,99.97103881835938,0.09212816506624222,-36.15132141113281,-93.20563507080078,0.09212825447320938,-0.1693543791770935,99.97066497802734,0.09207282960414886,-35.99287796020508,-93.26691436767578,0.09212391078472137,True,False,0,6316.08251953125
18,175.17498602565774,0.0,-118887.859375,2669.0859375,10000.0,118466.546875,2669.0859375,0.0,94.08771514892578,0.0,-7.9139885902404785,-93.75428771972656,0.0,0.0,11888786.0,2801.577880859375,-1000000.0,-11846654.0,2801.577880859375,0.0,-90.5693359375,2669.0859375,-2.231886625289917,-71.01026916503906,2669.0859375,-4747.4716796875,13041.634765625,2669.0859375,3626.23681640625,-13447.248046875,2669.0859375,0.0,94.08771514892578,0.0,-7.9139885902404785,-93.75428771972656,0.0,0.037502605468034744,94.08721160888672,0.0,-7.95241641998291,-93.75080108642578,0.0,True,False,0,6347.98828125
19,175.28831216712223,0.0,-121740.6796875,2751.774169921875,10000.0,121329.2734375,2751.774169921875,0.0,56.1660270690918,0.0,-4.613579273223877,-55.97622299194336,0.0,0.0,12174068.0,3617.462890625,-1000000.0,-12132927.0,3617.462890625,0.0,13869.20703125,2751.774169921875,-1096.898193359375,-13889.185546875,2751.774169921875,4647.63134765625,13022.166015625,2752.02001953125,-5663.8916015625,-12773.8056640625,2752.02001953125,0.0,56.1660270690918,0.0030219112522900105,-4.613579273223877,-55.97622299194336,0.003021909622475505,-0.02194369025528431,56.165061950683594,0.00497193168848753,-4.5928053855896,-55.97766876220703,0.0049690743908286095,False,False,48.935367584228516,6432.4814453125
