test_id,aircraft_angle,aircraft_1_init_pos_x,aircraft_1_init_pos_y,aircraft_1_init_pos_z,aircraft_2_init_pos_x,aircraft_2_init_pos_y,aircraft_2_init_pos_z,aircraft_1_init_speed_x,aircraft_1_init_speed_y,aircraft_1_init_speed_z,aircraft_2_init_speed_x,aircraft_2_init_speed_y,aircraft_2_init_speed_z,aircraft_1_init_target_x,aircraft_1_init_target_y,aircraft_1_init_target_z,aircraft_2_init_target_x,aircraft_2_init_target_y,aircraft_2_init_target_z,aircraft_1_final_pos_x_if_no_avoidance,aircraft_1_final_pos_y_if_no_avoidance,aircraft_1_final_pos_z_if_no_avoidance,aircraft_2_final_pos_x_if_no_avoidance,aircraft_2_final_pos_y_if_no_avoidance,aircraft_2_final_pos_z_if_no_avoidance,aircraft_1_final_pos_x_if_avoidance,aircraft_1_final_pos_y_if_avoidance,aircraft_1_final_pos_z_if_avoidance,aircraft_2_final_pos_x_if_avoidance,aircraft_2_final_pos_y_if_avoidance,aircraft_2_final_pos_z_if_avoidance,aircraft_1_final_speed_x_if_no_avoidance,aircraft_1_final_speed_y_if_no_avoidance,aircraft_1_final_speed_z_if_no_avoidance,aircraft_2_final_speed_x_if_no_avoidance,aircraft_2_final_speed_y_if_no_avoidance,aircraft_2_final_speed_z_if_no_avoidance,aircraft_1_final_speed_x_if_avoidance,aircraft_1_final_speed_y_if_avoidance,aircraft_1_final_speed_z_if_avoidance,aircraft_2_final_speed_x_if_avoidance,aircraft_2_final_speed_y_if_avoidance,aircraft_2_final_speed_z_if_avoidance,collision_if_no_avoidance,collision_if_avoidance,minimal_relative_distance_if_no_avoidance,minimal_relative_distance_if_avoidance,miss_distance_at_closest_approach_if_no_avoidance,miss_distance_at_closest_approach_if_avoidance
0,0.0,0.0,-20000.0,1000.0,0.0,-10000.0,1000.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,2000000.0,1000.0,0.0,2000000.0,1000.0,0.0,-50.0,1000.0,0.0,-30.0,1000.0,-2132.39599609375,52823.1015625,1000.0,4311.4697265625,25798.25,1000.0,0.0,100.0,0.0,0.0,50.0,0.0,0.31114494800567627,99.99895477294922,0.0,0.3200816214084625,49.99880599975586,0.0,True,False,0,4473.615234375,nan,0.0
1,180.0,0.0,-5000.0,1000.0,0.0,5000.0,1000.0,0.0,50.0,0.0,0.0,-50.0,0.0,0.0,500000.0,1000.0,0.0,-500000.0,1000.0,0.0,-10.0,1000.0,0.0,10.0,1000.0,-3182.40087890625,13524.2431640625,1000.0,3182.40087890625,-13524.2431640625,1000.0,0.0,50.0,0.0,0.0,-50.0,0.0,0.3919987976551056,49.998111724853516,0.0,-0.3919987976551056,-49.998111724853516,0.0,True,False,0,6536.73291015625,nan,0.0
2,180.0,0.0,-5000.0,1000.0,0.0,10000.0,1000.0,0.0,50.0,0.0,0.0,-100.0,0.0,0.0,500000.0,1000.0,0.0,-500000.0,1000.0,0.0,-5.0,1000.0,0.0,10.0,1000.0,-4329.02001953125,5208.23046875,1000.0,2156.82958984375,-21810.06640625,1000.0,0.0,50.0,0.0,0.0,-100.0,0.0,0.5207563042640686,49.99713897705078,0.0,-0.45241692662239075,-99.998779296875,0.0,True,False,0,6644.912109375,nan,0.0
3,0.001,0.0,-20000.0,1000.0,0.0,-10000.0,1000.0,0.0,100.0,0.0,0.0,50.0,0.0,60.0,2000060.0,1000.0,-60.0,1999940.0,1000.0,0.07406754046678543,-50.00031661987305,1000.0,-0.0821886658668518,-30.013063430786133,1000.0,-3003.2568359375,48971.9140625,1000.0,6120.18896484375,22732.064453125,1000.0,-0.082552969455719,99.99986267089844,0.0,0.08255449682474136,49.99916458129883,0.0,-0.3205404281616211,99.99867248535156,0.0,-0.11647360026836395,49.99892807006836,0.0,True,False,0,5644.5517578125,nan,0.980498194694519
4,180.001,0.0,-5000.0,1000.0,0.0,5000.0,1000.0,0.0,50.0,0.0,0.0,-50.0,0.0,60.0,500060.0,1000.0,-60.0,-500060.0,1000.0,0.07411590218544006,-5.015205383300781,1000.0,-0.08237135410308838,10.015110969543457,1000.0,-4528.70458984375,13132.419921875,1000.0,4528.70458984375,-13132.419921875,1000.0,-0.08255449682474136,49.99905776977539,0.0,0.08255449682474136,-49.99905776977539,0.0,0.7665259838104248,49.993778228759766,0.0,-0.7665259838104248,-49.993778228759766,0.0,True,False,0,6485.576171875,nan,1.4009349346160889
5,180.001,0.0,-5000.0,1000.0,0.0,10000.0,1000.0,0.0,50.0,0.0,0.0,-100.0,0.0,60.0,500060.0,1000.0,-60.0,-500060.0,1000.0,0.07411590218544006,-5.015205383300781,1000.0,-0.07418256253004074,10.000368118286133,1000.0,-6110.3740234375,6416.89892578125,1000.0,3028.677978515625,-19825.3984375,1000.0,-0.07429953664541245,49.99906921386719,0.0,0.07429800927639008,-99.99987030029297,0.0,0.8473573923110962,49.99337387084961,0.0,-0.5852762460708618,-99.99729919433594,0.0,True,False,0,5690.82958984375,nan,4.819301128387451
6,1.7903692098096784,0.0,-320035.15625,4379.435546875,9998.779296875,-319878.9375,4379.435546875,0.0,61.79570388793945,0.0,-1.9306679964065552,61.76553726196289,0.0,0.0,32003516.0,2617.78857421875,-999877.9375,31987894.0,2617.78857421875,0.0,-580.9003295898438,306499.34375,19.56458854675293,-584.8958740234375,306499.28125,-35.73287582397461,1072.2080078125,519119.1875,-1.1881897449493408,-1072.0528564453125,518735.78125,0.0,44.806739807128906,42.556610107421875,-1.3998515605926514,44.78387451171875,42.557655334472656,2.736203193664551,44.662899017333984,42.618465423583984,29.093019485473633,-34.07606506347656,42.55721664428711,True,False,0,384.42425537109375,nan,7.043079853057861
7,1.8671603530296847,0.0,-306874.09375,1504.4735107421875,9998.6728515625,-306711.15625,1504.4735107421875,0.0,112.52879333496094,0.0,-3.666450023651123,112.46903991699219,0.0,0.0,30687410.0,2774.80224609375,-999867.25,30671116.0,2774.80224609375,0.0,852137.875,1529.62353515625,-27780.16796875,852221.0,1529.62353515625,-59.04603576660156,851586.625,1557.6998291015625,-27839.19921875,851659.25,1558.20849609375,0.0,112.52879333496094,0.0027818898670375347,-3.666450023651123,112.46903991699219,0.002781889634206891,0.0021696086041629314,112.52877807617188,0.006496908143162727,-3.9920883178710938,112.45887756347656,0.00648313295096159,False,False,123.0112533569336,122.68282318115234,nan,12.045913696289062
8,2.166676306848583,0.0,-264456.625,2731.952880859375,9998.212890625,-264267.5625,2731.952880859375,0.0,46.04501724243164,0.0,-1.7408065795898438,46.01210021972656,0.0,0.0,26445664.0,1187.1873779296875,-999821.25,26426758.0,1187.1873779296875,0.0,-269.1348876953125,254970.046875,19.850936889648438,-266.77618408203125,254970.046875,-86.36162567138672,3054.944580078125,388137.40625,41.44160461425781,-3117.115478515625,388137.40625,0.0,33.25302505493164,31.849332809448242,-1.2571742534637451,33.22844696044922,31.850170135498047,-19.082271575927734,-27.231874465942383,31.84918785095215,-30.941089630126953,-12.178170204162598,31.849912643432617,True,False,0,80.44183349609375,nan,8.262848854064941
9,2.3363782733020866,0.0,-245250.3125,2646.7705078125,9997.921875,-245046.4375,2646.7705078125,0.0,128.7431640625,0.0,-5.248368740081787,128.6361541748047,0.0,0.0,24525030.0,3214.70263671875,-999792.1875,24504644.0,3214.70263671875,0.0,681335.625,2646.7705078125,-27778.814453125,681045.3125,2646.7705078125,361.1277770996094,669181.5,2673.713134765625,-27417.236328125,668872.5,2673.361572265625,0.0,128.7431640625,0.0008943115244619548,-5.248368740081787,128.6361541748047,0.0008943116408772767,0.16542194783687592,128.7423553466797,0.0051604160107672215,-5.376345157623291,128.630859375,0.005058261565864086,False,False,32.84968948364258,31.700973510742188,nan,6.932830810546875
10,3.5298190291072933,0.0,-162344.984375,2994.019287109375,9995.255859375,-162037.0,2994.019287109375,0.0,118.95136260986328,0.0,-7.3235979080200195,118.72570037841797,0.0,0.0,16234498.0,1293.551513671875,-999525.625,16203700.0,1293.551513671875,0.0,-347.47821044921875,156109.390625,19.043930053710938,-341.448486328125,156109.15625,108.84027862548828,-4445.267578125,1001052.25,-129.34695434570312,4428.7998046875,1001051.875,0.0,85.9491958618164,82.23237609863281,-5.291833400726318,85.78462982177734,82.2352523803711,75.35933685302734,41.29458236694336,82.2495346069336,-83.5808334350586,-20.01896095275879,82.23564147949219,True,False,0,175.3160858154297,nan,5.2872114181518555
11,5.413772139674423,0.0,-105872.7578125,2760.854736328125,9988.841796875,-105400.4921875,2760.854736328125,0.0,53.690189361572266,0.0,-5.0655412673950195,53.4506950378418,0.0,0.0,10587276.0,2629.080322265625,-998884.1875,10540049.0,2629.080322265625,0.0,-218.6060791015625,2760.854736328125,19.304466247558594,-215.2735595703125,2760.854736328125,-206.98667907714844,-395.8905334472656,2760.854736328125,-187.42567443847656,-394.9947204589844,2760.854736328125,0.0,53.690189361572266,0.0,-5.0655412673950195,53.4506950378418,0.0,-0.1880434900522232,53.68951416015625,0.0,-5.1979217529296875,53.43770980834961,0.0,True,True,0,0,nan,0.7685546875
12,6.1333173831021615,0.0,-93461.890625,1883.5167236328125,9985.6796875,-92926.9140625,1883.5167236328125,0.0,61.20040512084961,0.0,-6.538789749145508,60.850093841552734,0.0,0.0,9346189.0,2941.486083984375,-998568.0,9292692.0,2941.486083984375,0.0,-122.53494262695312,1892.818115234375,12.162599563598633,-106.79878234863281,1892.8175048828125,-233.54598999023438,-287.8620910644531,1892.2083740234375,-218.7044219970703,-300.6791076660156,1892.969970703125,0.0,61.20040512084961,0.005831093527376652,-6.538789749145508,60.850093841552734,0.00583109213039279,-0.1093735620379448,61.20028305053711,0.003964648116379976,-6.627750396728516,60.84023666381836,0.007920632138848305,True,True,0,0,nan,4.296051025390625
13,6.887319817299215,0.0,-83240.3515625,2461.23974609375,9981.943359375,-82639.6796875,2461.23974609375,0.0,52.49052047729492,0.0,-6.2945122718811035,52.11174392700195,0.0,0.0,8324035.0,2260.71630859375,-998194.375,8263968.0,2260.71630859375,0.0,-145.26467895507812,80598.453125,15.715675354003906,-157.31982421875,80598.5,-3.224062919616699,-173.35198974609375,9991.9931640625,16.016742706298828,-171.07984924316406,9996.5927734375,0.0,38.01304244995117,36.19755935668945,-4.5584845542907715,37.73920822143555,36.197059631347656,-0.00038898142520338297,52.46146011352539,1.7431585788726807,-6.438955783843994,52.06475830078125,1.7529383897781372,True,True,0,0,nan,0.964813232421875
14,8.104736512506179,0.0,-70753.1640625,3774.319580078125,9974.9990234375,-70046.484375,3774.319580078125,0.0,76.85716247558594,0.0,-10.835558891296387,76.08950805664062,0.0,0.0,7075316.5,4510.59033203125,-997499.875,7004648.5,4510.59033203125,0.0,-128.6063995361328,3781.03857421875,18.977563858032227,-132.0408935546875,3781.03857421875,319.0117492675781,196561.1875,3799.619384765625,-27392.8046875,194615.875,3798.70361328125,0.0,76.85716247558594,0.006603635381907225,-10.835558891296387,76.08950805664062,0.00660363957285881,-0.0029602469876408577,76.85637664794922,0.00666051683947444,-10.838088035583496,76.08863830566406,0.006674530915915966,True,False,0,44.48540115356445,nan,0.9105834364891052
15,8.620570267334218,0.0,-66526.7578125,1064.2747802734375,9971.716796875,-65775.1796875,1064.2747802734375,0.0,89.83247375488281,0.0,-13.465017318725586,88.8176040649414,0.0,0.0,6652675.5,2696.50439453125,-997171.6875,6577518.0,2696.50439453125,0.0,-128.65536499023438,1079.57958984375,19.007610321044922,-127.72465515136719,1079.57958984375,319.81146240234375,184916.78125,1127.880859375,-27381.77734375,182829.75,1121.298583984375,0.0,89.83247375488281,0.020307131111621857,-13.465017318725586,88.8176040649414,0.020307127386331558,0.1970212161540985,89.83147430419922,0.02333449013531208,-13.468403816223145,88.8175048828125,0.020320385694503784,True,False,0,47.4187126159668,nan,0.03271484375
